"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant (children less than 1 year old) deaths","","<1 year old","Aboriginal and Torres Strait Islander infants","Total (all causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","159","","211","22","79","","","94","565",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths","","<1 year old","Non-Indigenous infants","Certain conditions originating in the perinatal period (P00-P96)","","","","","ABS (unpublished) Causes of Death Australia","no.","697","","571","115","167","","","33","1583",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths","","<1 year old","Non-Indigenous infants","Sudden Infant Death Syndrome (SIDS) and Sudden Unexpected Death in Infants (SUDI) (R95; R99)","","","","","ABS (unpublished) Causes of Death Australia","no.","95","","107","23","38","","","4","265",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths","","<1 year old","Non-Indigenous infants","Congenital malformations; deformations and chromosomal abnormalities (Q00-Q99)","","","","","ABS (unpublished) Causes of Death Australia","no.","373","","287","58","75","","","14","807",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths","","<1 year old","Non-Indigenous infants","Accidental threats to breathing (W75-W84)","","","","","ABS (unpublished) Causes of Death Australia","no.","17","","6","2","6","","","4","31",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths","","<1 year old","Non-Indigenous infants","Influenza and pneumonia (J09-J18)","","","","","ABS (unpublished) Causes of Death Australia","no.","5","","3","0","4","","","0","10",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths","","<1 year old","Non-Indigenous infants","Total (leading causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","1187","","975","197","287","","","50","2696",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths","","<1 year old","Non-Indigenous infants","Other causes","","","","","ABS (unpublished) Causes of Death Australia","no.","104","","71","36","33","","","5","249",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths","","<1 year old","Non-Indigenous infants","Total (all causes)","","","","","ABS (unpublished) Causes of Death Australia","no.","1291","","1046","233","320","","","55","2945",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant live births","","<1 year old","Aboriginal and Torres Strait Islander infants","","","","","","ABS Deaths Australia","no.","40743","","35361","14209","5682","","","6750","102745",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant live births","","<1 year old","Non-Indigenous infants","","","","","","ABS Deaths Australia","no.","443976","","270315","147322","89221","","","11360","962194",""
"SE1b.1","2019-2023","Leading causes of death","<1 year old","All people","Unknown Indigenous status","All areas","Infant live births","","<1 year old","Indigenous status not stated infants","","","","","","ABS Deaths Australia","no.","1848","","507","3425","1470","","","7","7257",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Aboriginal and Torres Strait Islander infants","Certain conditions originating in the perinatal period (P00-P96)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","2.4","","3.5","2.8","3.0","","","8.7","3.4",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Aboriginal and Torres Strait Islander infants","Congenital malformations; deformations and chromosomal abnormalities (Q00-Q99)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","0.5","","1.1","1.0","1.0","","","1.1","0.9",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Aboriginal and Torres Strait Islander infants","Sudden Infant Death Syndrome (SIDS) and Sudden Unexpected Death in Infants (SUDI) (R95; R99)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","0.8","","0.5","1.6","np","","","1.7","0.8",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Aboriginal and Torres Strait Islander infants","Accidental threats to breathing (W75-W84)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","np","","np","np","np","","","0","0.1",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Aboriginal and Torres Strait Islander infants","Influenza and pneumonia (J09-J18)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","np","","0.2","np","0","","","np","0.1",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Aboriginal and Torres Strait Islander infants","Total (leading causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","3.9","","5.3","5.7","4.4","","","11.8","5.3",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Aboriginal and Torres Strait Islander infants","Other causes","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","0.4","","0.7","1.0","0","","","1.2","0.6",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Aboriginal and Torres Strait Islander people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Aboriginal and Torres Strait Islander infants","Total (all causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","4.3","","6.0","6.7","4.4","","","13.0","6.0",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Non-Indigenous infants","Certain conditions originating in the perinatal period (P00-P96)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","1.8","","2.0","1.0","1.4","","","2.1","1.7",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Non-Indigenous infants","Congenital malformations; deformations and chromosomal abnormalities (Q00-Q99)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","0.6","","1.1","0.6","0.7","","","1.0","0.8",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Non-Indigenous infants","Sudden Infant Death Syndrome (SIDS) and Sudden Unexpected Death in Infants (SUDI) (R95; R99)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","0.2","","0.3","0.2","0.3","","","0.4","0.3",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Non-Indigenous infants","Accidental threats to breathing (W75-W84)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","0","","0","0","0.1","","","np","0",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Non-Indigenous infants","Influenza and pneumonia (J09-J18)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","0","","0","np","np","","","0","0",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Non-Indigenous infants","Total (leading causes)","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","2.6","","3.5","1.9","2.5","","","3.6","2.8",""
"SE1b.1","2014-2018","Leading causes of death","<1 year old","All people","Non-Indigenous people","All areas","Infant (children less than 1 year old) deaths per 1000 live births","","<1 year old","Non-Indigenous infants","Other causes","","","","","Derived from ABS (unpublished) Causes of Death Australia; ABS Deaths Australia","rate","0.3","","0.3","0.3","0.4","","","0.5","0.3",""
