"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Outer regional","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Outer regional","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","2.0","np","1.4","3.4","3.8","np","..","2.8","0.9"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Remote","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","8.5","np","13.0","14.4","np","np","..","12.6","12.7"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Remote","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Remote","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","4.3","np","3.6","3.7","np","np","..","3.8","1.9"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Very remote","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Very remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","np","..","10.7","17.2","np","0","..","16.0","14.5"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Very remote","Live-born singleton babies of low birthweight (<2500g)","","Aboriginal and Torres Strait Islander children","","Very remote","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","np","..","2.9","3.5","np","0","..","3.0","1.7"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Major cities","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Major cities","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.6","4.7","4.7","5.0","5.1","..","5.3","..","4.7"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Major cities","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Major cities","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.2","0.2","0.2","0.3","0.4","..","0.6","..","0.1"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Inner regional","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Inner regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.4","4.1","4.9","4.9","4.2","5.3","np","..","4.5"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Inner regional","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Inner regional","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.3","0.4","0.4","0.9","0.9","0.8","np","..","0.2"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Outer regional","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Outer regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","4.0","5.1","4.9","4.2","3.8","5.6","..","5.3","4.7"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Outer regional","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Outer regional","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","0.7","0.9","0.5","0.9","1.0","1.2","..","1.1","0.3"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Remote","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","6.2","np","4.5","3.7","4.1","np","..","4.5","4.4"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Remote","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Remote","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","3.3","np","1.6","1.2","1.9","np","..","2.0","0.8"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Very remote","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Very remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","np","..","5.8","3.8","np","np","..","np","4.6"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Very remote","Live-born singleton babies of low birthweight (<2500g)","","Non-Indigenous children","","Very remote","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","np","..","2.5","2.0","np","np","..","np","1.3"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Major cities","Total births","","Aboriginal and Torres Strait Islander children","","Major cities","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","2433","840","2202","1025","664","..","174","..","7337"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Inner regional","Total births","","Aboriginal and Torres Strait Islander children","","Inner regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","2118","601","1414","195","123","222","0","..","4673"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Outer regional","Total births","","Aboriginal and Torres Strait Islander children","","Outer regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","821","np","1689","317","254","np","..","407","3834"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Remote","Total births","","Aboriginal and Torres Strait Islander children","","Remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","159","np","342","353","48","np","..","289","1194"
"CtG2A.3","2022","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Very remote","Total births","","Aboriginal and Torres Strait Islander children","","Very remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","67","..","421","436","55","0","..","578","1557"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Major cities","Total births","","Non-Indigenous children","","Major cities","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","63896","56074","36146","23303","13426","..","5037","..","197882"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Inner regional","Total births","","Non-Indigenous children","","Inner regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","13596","11898","9148","2216","2090","3428","9","..","42385"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Outer regional","Total births","","Non-Indigenous children","","Outer regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","3187","2258","6389","1761","1508","1309","..","1606","18018"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Remote","Total births","","Non-Indigenous children","","Remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","201","29","622","926","434","35","..","426","2673"
"CtG2A.3","2022","Birthweight","0 years old","All people","Non-Indigenous people","Very remote","Total births","","Non-Indigenous children","","Very remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","39","..","324","344","93","23","..","107","929"
"CtG2A.3","2022","Birthweight","0 years old","All people","Unknown Indigenous status","Major cities","Total births","","Indigenous status not stated","","Major cities","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","2757","648","14","0","0","..","2","..","3421"
"CtG2A.3","2022","Birthweight","0 years old","All people","Unknown Indigenous status","Inner regional","Total births","","Indigenous status not stated","","Inner regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","736","85","4","0","0","79","1","..","906"
"CtG2A.3","2022","Birthweight","0 years old","All people","Unknown Indigenous status","Outer regional","Total births","","Indigenous status not stated","","Outer regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","149","20","2","0","0","442","..","6","619"
"CtG2A.3","2022","Birthweight","0 years old","All people","Unknown Indigenous status","Remote","Total births","","Indigenous status not stated","","Remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","7","0","0","0","0","23","..","0","31"
"CtG2A.3","2022","Birthweight","0 years old","All people","Unknown Indigenous status","Very remote","Total births","","Indigenous status not stated","","Very remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","no.","0","..","0","0","0","7","..","0","7"
"CtG2A.3","2021","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Major cities","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Major cities","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","90.6","92.1","92.5","88.5","89.0","..","90.4","..","90.9"
"CtG2A.3","2021","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Major cities","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Major cities","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.2","1.9","1.1","1.9","2.4","..","4.6","..","0.7"
"CtG2A.3","2021","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Inner regional","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Inner regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","90.0","90.5","90.4","87.0","89.1","91.6","np","..","90.1"
"CtG2A.3","2021","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Inner regional","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Inner regional","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.3","2.3","1.5","5.0","5.5","3.4","np","..","0.9"
"CtG2A.3","2021","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Outer regional","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Outer regional","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","90.6","89.4","89.7","88.5","85.7","88.9","..","89.3","89.5"
"CtG2A.3","2021","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Outer regional","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Outer regional","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","1.9","4.3","1.5","3.5","4.6","5.4","..","2.9","1.0"
"CtG2A.3","2021","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Remote","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Remote","0 years old","","AIHW (unpublished) National Perinatal Data Collection","%","87.2","np","86.8","87.2","np","np","..","83.8","86.1"
"CtG2A.3","2021","Birthweight","0 years old","All people","Aboriginal and Torres Strait Islander people","Remote","Live-born singleton babies of healthy birthweight (2500-4499g)","","Aboriginal and Torres Strait Islander children","","Remote","0 years old","VB","AIHW (unpublished) National Perinatal Data Collection","% (±)","5.0","np","3.7","3.5","np","np","..","4.1","1.9"
