"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Description8","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Aboriginal and Torres Strait Islander people","Very remote","Australian Digital Inclusion Index (ADII)","","Aboriginal and Torres Strait Islander","Total index score","Very remote","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","48.0"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Non-Indigenous people","Very remote","Australian Digital Inclusion Index (ADII)","","Non-Indigenous people","Access score","Very remote","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","67.9"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Non-Indigenous people","Very remote","Australian Digital Inclusion Index (ADII)","","Non-Indigenous people","Affordability score","Very remote","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","97.0"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Non-Indigenous people","Very remote","Australian Digital Inclusion Index (ADII)","","Non-Indigenous people","Digital ability score","Very remote","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","63.0"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Non-Indigenous people","Very remote","Australian Digital Inclusion Index (ADII)","","Non-Indigenous people","Total index score","Very remote","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","71.5"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Australian Digital Inclusion Index (ADII)","","Aboriginal and Torres Strait Islander","Access score","All areas","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","64.0"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Australian Digital Inclusion Index (ADII)","","Aboriginal and Torres Strait Islander","Affordability score","All areas","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","89.0"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Australian Digital Inclusion Index (ADII)","","Aboriginal and Torres Strait Islander","Digital ability score","All areas","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","60.7"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","Australian Digital Inclusion Index (ADII)","","Aboriginal and Torres Strait Islander","Total index score","All areas","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","65.9"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Non-Indigenous people","All areas","Australian Digital Inclusion Index (ADII)","","Non-Indigenous people","Access score","All areas","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","72.1"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Non-Indigenous people","All areas","Australian Digital Inclusion Index (ADII)","","Non-Indigenous people","Affordability score","All areas","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","95.1"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Non-Indigenous people","All areas","Australian Digital Inclusion Index (ADII)","","Non-Indigenous people","Digital ability score","All areas","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","65.0"
"SE17a.1","2023","Levels of Digital Inclusion","All ages","All people","Non-Indigenous people","All areas","Australian Digital Inclusion Index (ADII)","","Non-Indigenous people","Total index score","All areas","","","","","ARCADMS Australian Digital Inclusion Index","Index","","","","","","","","","73.4"
"SE17e.1","2022-23","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Personally used the internet to access government information or services","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","%","52.0","54.6","57.1","44.5","59.5","60.1","np","37.5","52.4"
"SE17e.1","2022-23","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Personally used the internet to access government information or services","","15+ years old","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","% (±)","6.0","5.9","6.9","7.0","8.7","10.1","np","6.2","3.2"
"SE17e.1","2022-23","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Number","Personally used the internet to access government information or services","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","120.9","29.7","104.6","35.3","20.9","14.0","np","20.2","349.6"
"SE17e.1","2022-23","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Number","Total","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Health Survey","'000","232.3","54.4","183.3","79.4","35.1","23.3","np","53.8","667.6"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Used the internet to access government information or services","","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","%","52.8","56.0","52.7","42.3","49.2","55.7","66.7","25.9","48.8"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Used the internet to access government information or services","","15+ years old","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","% (±)","4.0","4.0","4.0","4.9","5.3","4.2","5.1","3.5","1.9"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Used the internet to access government information or services","To make electronic lodgements to government","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","%","47.9","48.6","47.7","38.2","43.5","49.7","66.7","23.1","43.9"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Used the internet to access government information or services","To make electronic lodgements to government","15+ years old","","95%CI","Derived from ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","% (±)","4.0","4.1","4.1","5.0","5.6","4.8","5.5","3.4","1.9"
"SE17e.2","2014-15","People using the internet to access government services","15+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Whether used the internet to access government services","","Aboriginal and Torres Strait Islander people","Proportion","Used the internet to access government information or services","To get government information or services","15+ years old","","","ABS (unpublished) National Aboriginal and Torres Strait Islander Social Survey","%","26.5","28.8","27.1","19.5","21.0","29.3","35.6","9.5","24.0"
