"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"CtG12A.3","2021","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","48.0","72.9","27.1","39.5","67.8","18.1","44.7","26.5","41.2"
"CtG12A.3","2020","Children in out-of-home care","<1 year old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","15.5","54.9","26.7","36.4","73.4","16.9","33.0","9.1","27.3"
"CtG12A.3","2020","Children in out-of-home care","1-4 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","34.8","84.9","37.2","63.0","76.5","31.2","51.4","30.7","45.1"
"CtG12A.3","2020","Children in out-of-home care","5-9 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","54.8","87.0","39.4","68.7","74.2","35.3","72.9","35.6","53.9"
"CtG12A.3","2020","Children in out-of-home care","10-14 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","59.3","76.8","37.9","61.7","75.9","26.9","76.6","43.4","53.5"
"CtG12A.3","2020","Children in out-of-home care","15-17 years old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","55.3","81.9","29.4","43.9","69.8","29.3","41.0","33.6","46.7"
"CtG12A.3","2020","Children in out-of-home care","<1 year old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","1.8","3.5","3.8","1.7","5.5","3.2","0.8","0.9","2.9"
"CtG12A.3","2020","Children in out-of-home care","1-4 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","3.7","4.8","4.7","3.3","6.9","5.5","4.1","1.4","4.4"
"CtG12A.3","2020","Children in out-of-home care","5-9 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5.9","4.6","4.8","4.0","7.9","8.0","5.8","2.7","5.3"
"CtG12A.3","2020","Children in out-of-home care","10-14 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","7.3","4.9","4.7","4.2","7.9","7.7","6.2","3.6","5.8"
"CtG12A.3","2020","Children in out-of-home care","15-17 years old","All people","Non-Indigenous people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Non-Indigenous children","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","7.2","5.4","4.4","3.1","7.0","6.0","5.1","8.0","5.6"
"CtG12A.3","2020","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","8.7","15.9","7.0","21.4","13.4","5.3","43.1","10.1","9.6"
"CtG12A.3","2020","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","9.5","17.7","7.9","19.0","11.1","5.7","12.6","22.5","10.3"
"CtG12A.3","2020","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","9.3","19.0","8.2","17.0","9.4","4.4","12.5","13.3","10.2"
"CtG12A.3","2020","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","8.1","15.6","8.0","14.7","9.6","3.5","12.3","12.1","9.2"
"CtG12A.3","2020","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate ratio","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","ratio","7.7","15.3","6.7","14.0","10.0","4.9","8.1","4.2","8.3"
"CtG12A.3","2020","Children in out-of-home care","<1 year old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","13.7","51.5","22.9","34.7","67.9","13.7","32.2","8.2","24.4"
"CtG12A.3","2020","Children in out-of-home care","1-4 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","1-4 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","31.1","80.1","32.5","59.7","69.6","25.7","47.4","29.3","40.7"
"CtG12A.3","2020","Children in out-of-home care","5-9 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","5-9 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","49.0","82.5","34.6","64.7","66.3","27.3","67.1","32.9","48.6"
"CtG12A.3","2020","Children in out-of-home care","10-14 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","10-14 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","51.9","71.9","33.2","57.5","68.0","19.3","70.4","39.8","47.7"
"CtG12A.3","2020","Children in out-of-home care","15-17 years old","All people","All people","Children aged 0-17 years in out-of-home care at 30 June","Rate difference","","","","15-17 years old","","Derived from AIHW (unpublished) Child protection Australia; ABS National state and territory population - June; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","no.","48.1","76.5","25.0","40.7","62.9","23.3","35.9","25.6","41.0"
"CtG12A.3","2019","Children in out-of-home care","<1 year old","All people","Aboriginal and Torres Strait Islander people","Children aged 0-17 years in out-of-home care at 30 June","Rate per 1000 children","","Aboriginal and Torres Strait Islander children","","<1 year old","","Derived from AIHW (unpublished) Child protection Australia; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","16.5","47.1","22.5","38.1","47.6","25.4","14.2","10.3","24.9"
