"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total_5juris","Total_6juris","Aust"
"CtG14A.5","2017-2021","Mortality due to suicide","All ages","Males","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","Males","","","","ABS (unpublished) Causes of Death Australia","no.","3265","2523","2807","1307","830","304","199","79","np","np",""
"CtG14A.5","2017-2021","Mortality due to suicide","All ages","Females","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","Females","","","","ABS (unpublished) Causes of Death Australia","no.","1057","846","852","436","253","102","73","37","np","np",""
"CtG14A.5","2016-2020","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","27.9","np","39.3","41.5","25.4","np","np","46.4","35.4","np",""
"CtG14A.5","2016-2020","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Females","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","7.2","np","12.3","19.6","np","np","np","14.0","11.5","np",""
"CtG14A.5","2016-2020","Mortality due to suicide","All ages","Males","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Males","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","16.5","np","23.3","20.5","19.4","np","np","19.3","19.3","np",""
"CtG14A.5","2016-2020","Mortality due to suicide","All ages","Females","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Females","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","5.1","np","6.6","6.9","6.1","np","np","8.8","5.9","np",""
"CtG14A.5","2016-2020","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","Males","","","","ABS (unpublished) Causes of Death Australia","no.","188","57","230","122","28","7","7","92","np","np",""
"CtG14A.5","2016-2020","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","Females","","","","ABS (unpublished) Causes of Death Australia","no.","51","23","82","57","14","2","1","31","np","np",""
"CtG14A.5","2016-2020","Mortality due to suicide","All ages","Males","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","Males","","","","ABS (unpublished) Causes of Death Australia","no.","3206","2477","2747","1277","820","313","169","88","np","np",""
"CtG14A.5","2016-2020","Mortality due to suicide","All ages","Females","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","Females","","","","ABS (unpublished) Causes of Death Australia","no.","1016","872","813","440","264","109","65","34","np","np",""
"CtG14A.5","2015-2019","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","27.2","np","37.3","43.3","23.1","np","np","40.2","34.0","np",""
"CtG14A.5","2015-2019","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Females","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","7.5","np","11.1","19.8","np","np","np","13.2","11.3","np",""
"CtG14A.5","2015-2019","Mortality due to suicide","All ages","Males","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Males","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","16.8","np","23.6","20.3","19.3","np","np","22.3","19.5","np",""
"CtG14A.5","2015-2019","Mortality due to suicide","All ages","Females","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Females","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","5.1","np","6.9","7.2","6.5","np","np","8.4","6.1","np",""
"CtG14A.5","2015-2019","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","Males","","","","ABS (unpublished) Causes of Death Australia","no.","172","28","220","125","24","5","7","80","np","np",""
"CtG14A.5","2015-2019","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","Females","","","","ABS (unpublished) Causes of Death Australia","no.","53","15","73","57","15","1","1","29","np","np",""
"CtG14A.5","2015-2019","Mortality due to suicide","All ages","Males","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","Males","","","","ABS (unpublished) Causes of Death Australia","no.","3194","2484","2728","1271","817","311","168","99","np","np",""
"CtG14A.5","2015-2019","Mortality due to suicide","All ages","Females","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","Females","","","","ABS (unpublished) Causes of Death Australia","no.","986","877","834","454","276","110","53","34","np","np",""
"CtG14A.5","2014-2018","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Males","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","24.6","np","35.0","49.6","np","np","np","37.6","32.8","np",""
"CtG14A.5","2014-2018","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","Females","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","6.2","np","9.2","20.0","np","np","np","16.1","10.8","np",""
"CtG14A.5","2014-2018","Mortality due to suicide","All ages","Males","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Males","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","16.6","np","23.1","19.7","19.4","np","np","22.7","19.2","np",""
"CtG14A.5","2014-2018","Mortality due to suicide","All ages","Females","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","Females","","","","ABS (unpublished) Causes of Death Australia","rate (AS)","5.2","np","6.8","6.9","6.6","np","np","8.6","6.0","np",""
"CtG14A.5","2014-2018","Mortality due to suicide","All ages","Males","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","Males","","","","ABS (unpublished) Causes of Death Australia","no.","152","24","201","143","19","1","6","73","np","np",""
"CtG14A.5","2014-2018","Mortality due to suicide","All ages","Females","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Number","Aboriginal and Torres Strait Islander people","Females","","","","ABS (unpublished) Causes of Death Australia","no.","44","13","60","56","18","1","2","35","np","np",""
"CtG14A.5","2014-2018","Mortality due to suicide","All ages","Males","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","Males","","","","ABS (unpublished) Causes of Death Australia","no.","3107","2451","2635","1219","810","305","156","105","np","np",""
"CtG14A.5","2014-2018","Mortality due to suicide","All ages","Females","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Number","Non-Indigenous people","Females","","","","ABS (unpublished) Causes of Death Australia","no.","990","856","804","430","280","89","52","35","np","np",""
"CtG14A.6","2019-2023","Mortality due to suicide","5-17 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","5-17 years old","","","ABS (unpublished) Causes of Death Australia","rate","3.9","np","7.0","7.8","np","np","np","13.6","6.3","6.1",""
"CtG14A.6","2019-2023","Mortality due to suicide","18-24 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","18-24 years old","","","ABS (unpublished) Causes of Death Australia","rate","25.8","41.2","49.3","45.4","61.3","np","np","88.7","43.7","43.5",""
"CtG14A.6","2019-2023","Mortality due to suicide","25-34 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","25-34 years old","","","ABS (unpublished) Causes of Death Australia","rate","35.0","68.4","49.3","76.8","48.2","np","np","55.3","48.5","50.3",""
"CtG14A.6","2019-2023","Mortality due to suicide","35-44 years old","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","35-44 years old","","","ABS (unpublished) Causes of Death Australia","rate","46.2","44.1","43.5","67.5","50.9","np","np","40.9","48.3","48.0",""
"CtG14A.6","2019-2023","Mortality due to suicide","45+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Aboriginal and Torres Strait Islander people","All people","45+ years old","","","ABS (unpublished) Causes of Death Australia","rate","19.6","37.8","18.7","22.6","25.9","np","np","24.9","20.6","22.0",""
"CtG14A.6","2019-2023","Mortality due to suicide","5-17 years old","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","All people","5-17 years old","","","ABS (unpublished) Causes of Death Australia","rate","1.9","2.0","2.1","2.3","1.8","np","np","np","2.0","2.0",""
"CtG14A.6","2019-2023","Mortality due to suicide","18-24 years old","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","All people","18-24 years old","","","ABS (unpublished) Causes of Death Australia","rate","11.6","12.5","17.1","15.5","14.3","np","np","22.7","14.1","13.7",""
"CtG14A.6","2019-2023","Mortality due to suicide","25-34 years old","All people","Non-Indigenous people","All areas","Suicide deaths","Five-year aggregate","Rate per 100000 people","Non-Indigenous people","All people","25-34 years old","","","ABS (unpublished) Causes of Death Australia","rate","12.4","12.6","17.7","19.1","16.0","np","np","12.6","15.2","14.4",""
